Kategori,Alt_Kategori,Marka,Model,Fiyat_TL,Segment,Kullanim_Amaci,Soket,RAM_Tipi,Watt,Kapasite,Uyumluluk,Ozellik,Puan,Yorum_Sayisi,Garanti_Yil,RGB,Boyut,Cozunurluk,Hz,VRAM,Okuma_Hizi,Yazma_Hizi,Kaynak,Fiyat_Guncelleme_Tarihi,Fiyat_Notu,Akakce_Arama_Link,Hepsiburada_Arama_Link,Amazon_Arama_Link,Teknosa_Arama_Link,Vatan_Arama_Link,Itopya_Arama_Link,Incehesap_Arama_Link,Sinerji_Arama_Link
Toplama Bilgisayar,Mouse,Glorious,G102 26000DPI,2750,Üst,Yazılım,,,,,USB,"26000 DPI sensör, 59g",8.2,1631,2,Var,,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Glorious+G102+26000DPI,https://www.hepsiburada.com/ara?q=Glorious+G102+26000DPI,https://www.amazon.com.tr/s?k=Glorious+G102+26000DPI,https://www.teknosa.com/arama/?s=Glorious+G102+26000DPI,https://www.vatanbilgisayar.com/arama/Glorious+G102+26000DPI,https://www.itopya.com/Arama?q=Glorious+G102+26000DPI,https://www.incehesap.com/arama/?q=Glorious+G102+26000DPI,https://www.sinerji.gen.tr/arama?q=Glorious+G102+26000DPI
Toplama Bilgisayar,Soğutucu,be quiet!,Assassin X,975,Giriş,Günlük Kullanım,,,,,AM4-AM5-LGA1700,Hava soğutma,8.1,449,5,Yok,,,,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=be+quiet%21+Assassin+X,https://www.hepsiburada.com/ara?q=be+quiet%21+Assassin+X,https://www.amazon.com.tr/s?k=be+quiet%21+Assassin+X,https://www.teknosa.com/arama/?s=be+quiet%21+Assassin+X,https://www.vatanbilgisayar.com/arama/be+quiet%21+Assassin+X,https://www.itopya.com/Arama?q=be+quiet%21+Assassin+X,https://www.incehesap.com/arama/?q=be+quiet%21+Assassin+X,https://www.sinerji.gen.tr/arama?q=be+quiet%21+Assassin+X
Toplama Bilgisayar,Mouse,Zowie,X2V2 26000DPI,575,Giriş,Günlük Kullanım,,,,,Kablosuz,"26000 DPI sensör, 75g",6.6,47,2,Yok,,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Zowie+X2V2+26000DPI,https://www.hepsiburada.com/ara?q=Zowie+X2V2+26000DPI,https://www.amazon.com.tr/s?k=Zowie+X2V2+26000DPI,https://www.teknosa.com/arama/?s=Zowie+X2V2+26000DPI,https://www.vatanbilgisayar.com/arama/Zowie+X2V2+26000DPI,https://www.itopya.com/Arama?q=Zowie+X2V2+26000DPI,https://www.incehesap.com/arama/?q=Zowie+X2V2+26000DPI,https://www.sinerji.gen.tr/arama?q=Zowie+X2V2+26000DPI
Toplama Bilgisayar,Anakart,MSI,Steel Legend X870 DDR5,20000,Amiral,Oyun,AM5,DDR5,,,AM5-DDR5,"Mini ITX, X870 yonga seti, DDR5 bellek desteği",9.3,2599,3,Var,Mini ITX,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=MSI+Steel+Legend+X870+DDR5,https://www.hepsiburada.com/ara?q=MSI+Steel+Legend+X870+DDR5,https://www.amazon.com.tr/s?k=MSI+Steel+Legend+X870+DDR5,https://www.teknosa.com/arama/?s=MSI+Steel+Legend+X870+DDR5,https://www.vatanbilgisayar.com/arama/MSI+Steel+Legend+X870+DDR5,https://www.itopya.com/Arama?q=MSI+Steel+Legend+X870+DDR5,https://www.incehesap.com/arama/?q=MSI+Steel+Legend+X870+DDR5,https://www.sinerji.gen.tr/arama?q=MSI+Steel+Legend+X870+DDR5
Toplama Bilgisayar,Güç Kaynağı,FSP,MAG 1000W 80+ Platinum,8000,Üst,Yazılım,,,1000W,,80+ Platinum,"Modüler PSU, 80+ Platinum",9.5,2927,7,Yok,,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=FSP+MAG+1000W+80%2B+Platinum,https://www.hepsiburada.com/ara?q=FSP+MAG+1000W+80%2B+Platinum,https://www.amazon.com.tr/s?k=FSP+MAG+1000W+80%2B+Platinum,https://www.teknosa.com/arama/?s=FSP+MAG+1000W+80%2B+Platinum,https://www.vatanbilgisayar.com/arama/FSP+MAG+1000W+80%2B+Platinum,https://www.itopya.com/Arama?q=FSP+MAG+1000W+80%2B+Platinum,https://www.incehesap.com/arama/?q=FSP+MAG+1000W+80%2B+Platinum,https://www.sinerji.gen.tr/arama?q=FSP+MAG+1000W+80%2B+Platinum
Toplama Bilgisayar,Klavye,Redragon,RK61 Pro Mekanik 75%,875,Giriş,Günlük Kullanım,,,,,Kablosuz,Mekanik klavye,6.9,971,2,Yok,75%,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Redragon+RK61+Pro+Mekanik+75%25,https://www.hepsiburada.com/ara?q=Redragon+RK61+Pro+Mekanik+75%25,https://www.amazon.com.tr/s?k=Redragon+RK61+Pro+Mekanik+75%25,https://www.teknosa.com/arama/?s=Redragon+RK61+Pro+Mekanik+75%25,https://www.vatanbilgisayar.com/arama/Redragon+RK61+Pro+Mekanik+75%25,https://www.itopya.com/Arama?q=Redragon+RK61+Pro+Mekanik+75%25,https://www.incehesap.com/arama/?q=Redragon+RK61+Pro+Mekanik+75%25,https://www.sinerji.gen.tr/arama?q=Redragon+RK61+Pro+Mekanik+75%25
Toplama Bilgisayar,Mouse,Glorious,Viper Wireless 16000DPI,625,Giriş,Oyun,,,,,USB,"16000 DPI sensör, 49g",7.2,95,2,Var,,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Glorious+Viper+Wireless+16000DPI,https://www.hepsiburada.com/ara?q=Glorious+Viper+Wireless+16000DPI,https://www.amazon.com.tr/s?k=Glorious+Viper+Wireless+16000DPI,https://www.teknosa.com/arama/?s=Glorious+Viper+Wireless+16000DPI,https://www.vatanbilgisayar.com/arama/Glorious+Viper+Wireless+16000DPI,https://www.itopya.com/Arama?q=Glorious+Viper+Wireless+16000DPI,https://www.incehesap.com/arama/?q=Glorious+Viper+Wireless+16000DPI,https://www.sinerji.gen.tr/arama?q=Glorious+Viper+Wireless+16000DPI
Toplama Bilgisayar,Monitör,Acer,ProArt 32 inç 3440x1440 165Hz,22750,Amiral,Ofis,,,50,,HDMI-DP,"OLED panel, 165Hz",9.9,255,2,Yok,32 inç,3440x1440,165Hz,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Acer+ProArt+32+in%C3%A7+3440x1440+165Hz,https://www.hepsiburada.com/ara?q=Acer+ProArt+32+in%C3%A7+3440x1440+165Hz,https://www.amazon.com.tr/s?k=Acer+ProArt+32+in%C3%A7+3440x1440+165Hz,https://www.teknosa.com/arama/?s=Acer+ProArt+32+in%C3%A7+3440x1440+165Hz,https://www.vatanbilgisayar.com/arama/Acer+ProArt+32+in%C3%A7+3440x1440+165Hz,https://www.itopya.com/Arama?q=Acer+ProArt+32+in%C3%A7+3440x1440+165Hz,https://www.incehesap.com/arama/?q=Acer+ProArt+32+in%C3%A7+3440x1440+165Hz,https://www.sinerji.gen.tr/arama?q=Acer+ProArt+32+in%C3%A7+3440x1440+165Hz
Toplama Bilgisayar,Kasa,DarkFlash,Warcry Mesh,1450,Giriş,Ofis,,,,,ATX,"Full Tower, mesh/airflow odaklı kasa",7.2,1254,2,Var,Full Tower,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=DarkFlash+Warcry+Mesh,https://www.hepsiburada.com/ara?q=DarkFlash+Warcry+Mesh,https://www.amazon.com.tr/s?k=DarkFlash+Warcry+Mesh,https://www.teknosa.com/arama/?s=DarkFlash+Warcry+Mesh,https://www.vatanbilgisayar.com/arama/DarkFlash+Warcry+Mesh,https://www.itopya.com/Arama?q=DarkFlash+Warcry+Mesh,https://www.incehesap.com/arama/?q=DarkFlash+Warcry+Mesh,https://www.sinerji.gen.tr/arama?q=DarkFlash+Warcry+Mesh
Toplama Bilgisayar,RAM,GoodRam,XLR8 32GB 2x16GB DDR5 7200MHz,7900,Üst,Oyun,,DDR5,,32GB,DDR5,7200MHz bellek kiti,9.0,11413,3,Var,,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=GoodRam+XLR8+32GB+2x16GB+DDR5+7200MHz,https://www.hepsiburada.com/ara?q=GoodRam+XLR8+32GB+2x16GB+DDR5+7200MHz,https://www.amazon.com.tr/s?k=GoodRam+XLR8+32GB+2x16GB+DDR5+7200MHz,https://www.teknosa.com/arama/?s=GoodRam+XLR8+32GB+2x16GB+DDR5+7200MHz,https://www.vatanbilgisayar.com/arama/GoodRam+XLR8+32GB+2x16GB+DDR5+7200MHz,https://www.itopya.com/Arama?q=GoodRam+XLR8+32GB+2x16GB+DDR5+7200MHz,https://www.incehesap.com/arama/?q=GoodRam+XLR8+32GB+2x16GB+DDR5+7200MHz,https://www.sinerji.gen.tr/arama?q=GoodRam+XLR8+32GB+2x16GB+DDR5+7200MHz
Toplama Bilgisayar,Mouse,Logitech,Atlantis Wireless 8000DPI,1500,Orta,Günlük Kullanım,,,,,Bluetooth,"8000 DPI sensör, 49g",7.6,4364,2,Var,,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Logitech+Atlantis+Wireless+8000DPI,https://www.hepsiburada.com/ara?q=Logitech+Atlantis+Wireless+8000DPI,https://www.amazon.com.tr/s?k=Logitech+Atlantis+Wireless+8000DPI,https://www.teknosa.com/arama/?s=Logitech+Atlantis+Wireless+8000DPI,https://www.vatanbilgisayar.com/arama/Logitech+Atlantis+Wireless+8000DPI,https://www.itopya.com/Arama?q=Logitech+Atlantis+Wireless+8000DPI,https://www.incehesap.com/arama/?q=Logitech+Atlantis+Wireless+8000DPI,https://www.sinerji.gen.tr/arama?q=Logitech+Atlantis+Wireless+8000DPI
Toplama Bilgisayar,Mouse,HyperX,Model O Wireless 16000DPI,1200,Orta,Oyun,,,,,Bluetooth,"16000 DPI sensör, 90g",7.6,6461,2,Yok,,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=HyperX+Model+O+Wireless+16000DPI,https://www.hepsiburada.com/ara?q=HyperX+Model+O+Wireless+16000DPI,https://www.amazon.com.tr/s?k=HyperX+Model+O+Wireless+16000DPI,https://www.teknosa.com/arama/?s=HyperX+Model+O+Wireless+16000DPI,https://www.vatanbilgisayar.com/arama/HyperX+Model+O+Wireless+16000DPI,https://www.itopya.com/Arama?q=HyperX+Model+O+Wireless+16000DPI,https://www.incehesap.com/arama/?q=HyperX+Model+O+Wireless+16000DPI,https://www.sinerji.gen.tr/arama?q=HyperX+Model+O+Wireless+16000DPI
Toplama Bilgisayar,HDD,Seagate,SkyHawk 8TB 7200RPM,8700,Üst,Günlük Kullanım,,,9,8TB,SATA,3.5 inç mekanik disk,8.7,6746,2,Yok,,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Seagate+SkyHawk+8TB+7200RPM,https://www.hepsiburada.com/ara?q=Seagate+SkyHawk+8TB+7200RPM,https://www.amazon.com.tr/s?k=Seagate+SkyHawk+8TB+7200RPM,https://www.teknosa.com/arama/?s=Seagate+SkyHawk+8TB+7200RPM,https://www.vatanbilgisayar.com/arama/Seagate+SkyHawk+8TB+7200RPM,https://www.itopya.com/Arama?q=Seagate+SkyHawk+8TB+7200RPM,https://www.incehesap.com/arama/?q=Seagate+SkyHawk+8TB+7200RPM,https://www.sinerji.gen.tr/arama?q=Seagate+SkyHawk+8TB+7200RPM
Toplama Bilgisayar,Kasa,Corsair,O11 Dynamic RGB,7700,Üst,Oyun,,,,,E-ATX,"Mini Tower, mesh/airflow odaklı kasa",9.4,11968,2,Var,Mini Tower,,,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Corsair+O11+Dynamic+RGB,https://www.hepsiburada.com/ara?q=Corsair+O11+Dynamic+RGB,https://www.amazon.com.tr/s?k=Corsair+O11+Dynamic+RGB,https://www.teknosa.com/arama/?s=Corsair+O11+Dynamic+RGB,https://www.vatanbilgisayar.com/arama/Corsair+O11+Dynamic+RGB,https://www.itopya.com/Arama?q=Corsair+O11+Dynamic+RGB,https://www.incehesap.com/arama/?q=Corsair+O11+Dynamic+RGB,https://www.sinerji.gen.tr/arama?q=Corsair+O11+Dynamic+RGB
Toplama Bilgisayar,Kasa,Cooler Master,TD500 Mesh,6200,Üst,Video Edit,,,,,ATX,"Full Tower, mesh/airflow odaklı kasa",9.0,10098,2,Var,Full Tower,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Cooler+Master+TD500+Mesh,https://www.hepsiburada.com/ara?q=Cooler+Master+TD500+Mesh,https://www.amazon.com.tr/s?k=Cooler+Master+TD500+Mesh,https://www.teknosa.com/arama/?s=Cooler+Master+TD500+Mesh,https://www.vatanbilgisayar.com/arama/Cooler+Master+TD500+Mesh,https://www.itopya.com/Arama?q=Cooler+Master+TD500+Mesh,https://www.incehesap.com/arama/?q=Cooler+Master+TD500+Mesh,https://www.sinerji.gen.tr/arama?q=Cooler+Master+TD500+Mesh
Toplama Bilgisayar,Klavye,Cooler Master,Ogre RGB Optik switch 75%,550,Giriş,Ofis,,,,,USB,Optik switch klavye,7.6,1898,2,Var,75%,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Cooler+Master+Ogre+RGB+Optik+switch+75%25,https://www.hepsiburada.com/ara?q=Cooler+Master+Ogre+RGB+Optik+switch+75%25,https://www.amazon.com.tr/s?k=Cooler+Master+Ogre+RGB+Optik+switch+75%25,https://www.teknosa.com/arama/?s=Cooler+Master+Ogre+RGB+Optik+switch+75%25,https://www.vatanbilgisayar.com/arama/Cooler+Master+Ogre+RGB+Optik+switch+75%25,https://www.itopya.com/Arama?q=Cooler+Master+Ogre+RGB+Optik+switch+75%25,https://www.incehesap.com/arama/?q=Cooler+Master+Ogre+RGB+Optik+switch+75%25,https://www.sinerji.gen.tr/arama?q=Cooler+Master+Ogre+RGB+Optik+switch+75%25
Toplama Bilgisayar,Kasa,DarkFlash,Warcry Black,2700,Orta,Oyun,,,,,E-ATX,"Full Tower, mesh/airflow odaklı kasa",7.7,6933,2,Var,Full Tower,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=DarkFlash+Warcry+Black,https://www.hepsiburada.com/ara?q=DarkFlash+Warcry+Black,https://www.amazon.com.tr/s?k=DarkFlash+Warcry+Black,https://www.teknosa.com/arama/?s=DarkFlash+Warcry+Black,https://www.vatanbilgisayar.com/arama/DarkFlash+Warcry+Black,https://www.itopya.com/Arama?q=DarkFlash+Warcry+Black,https://www.incehesap.com/arama/?q=DarkFlash+Warcry+Black,https://www.sinerji.gen.tr/arama?q=DarkFlash+Warcry+Black
Toplama Bilgisayar,Monitör,LG,UltraGear 31.5 inç 1920x1080 180Hz,6600,Orta,Yazılım,,,25,,HDMI-DP,"VA panel, 180Hz",8.3,4167,3,Yok,31.5 inç,1920x1080,180Hz,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=LG+UltraGear+31.5+in%C3%A7+1920x1080+180Hz,https://www.hepsiburada.com/ara?q=LG+UltraGear+31.5+in%C3%A7+1920x1080+180Hz,https://www.amazon.com.tr/s?k=LG+UltraGear+31.5+in%C3%A7+1920x1080+180Hz,https://www.teknosa.com/arama/?s=LG+UltraGear+31.5+in%C3%A7+1920x1080+180Hz,https://www.vatanbilgisayar.com/arama/LG+UltraGear+31.5+in%C3%A7+1920x1080+180Hz,https://www.itopya.com/Arama?q=LG+UltraGear+31.5+in%C3%A7+1920x1080+180Hz,https://www.incehesap.com/arama/?q=LG+UltraGear+31.5+in%C3%A7+1920x1080+180Hz,https://www.sinerji.gen.tr/arama?q=LG+UltraGear+31.5+in%C3%A7+1920x1080+180Hz
Toplama Bilgisayar,RAM,TeamGroup,XPG Lancer 64GB 2x32GB DDR5 5600MHz,11200,Amiral,Tasarım,,DDR5,,64GB,DDR5,5600MHz bellek kiti,9.6,4058,5,Yok,,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=TeamGroup+XPG+Lancer+64GB+2x32GB+DDR5+5600MHz,https://www.hepsiburada.com/ara?q=TeamGroup+XPG+Lancer+64GB+2x32GB+DDR5+5600MHz,https://www.amazon.com.tr/s?k=TeamGroup+XPG+Lancer+64GB+2x32GB+DDR5+5600MHz,https://www.teknosa.com/arama/?s=TeamGroup+XPG+Lancer+64GB+2x32GB+DDR5+5600MHz,https://www.vatanbilgisayar.com/arama/TeamGroup+XPG+Lancer+64GB+2x32GB+DDR5+5600MHz,https://www.itopya.com/Arama?q=TeamGroup+XPG+Lancer+64GB+2x32GB+DDR5+5600MHz,https://www.incehesap.com/arama/?q=TeamGroup+XPG+Lancer+64GB+2x32GB+DDR5+5600MHz,https://www.sinerji.gen.tr/arama?q=TeamGroup+XPG+Lancer+64GB+2x32GB+DDR5+5600MHz
Toplama Bilgisayar,İşlemci,AMD,Ryzen 7 7800X3D Pro Sistem,19400,Amiral,Yayıncılık,AM5,DDR5,120,,AM5-DDR5,3D V-Cache üst seviye oyun,9.1,5711,3,Yok,,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=AMD+Ryzen+7+7800X3D+Pro+Sistem,https://www.hepsiburada.com/ara?q=AMD+Ryzen+7+7800X3D+Pro+Sistem,https://www.amazon.com.tr/s?k=AMD+Ryzen+7+7800X3D+Pro+Sistem,https://www.teknosa.com/arama/?s=AMD+Ryzen+7+7800X3D+Pro+Sistem,https://www.vatanbilgisayar.com/arama/AMD+Ryzen+7+7800X3D+Pro+Sistem,https://www.itopya.com/Arama?q=AMD+Ryzen+7+7800X3D+Pro+Sistem,https://www.incehesap.com/arama/?q=AMD+Ryzen+7+7800X3D+Pro+Sistem,https://www.sinerji.gen.tr/arama?q=AMD+Ryzen+7+7800X3D+Pro+Sistem
Toplama Bilgisayar,SSD,ADATA,990 Pro 4TB NVMe,10500,Amiral,Tasarım,,,3,4TB,M2 NVMe,PCIe 3.0 NVMe SSD,9.1,3304,5,Yok,,,,,3291 MB/s,2251 MB/s,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=ADATA+990+Pro+4TB+NVMe,https://www.hepsiburada.com/ara?q=ADATA+990+Pro+4TB+NVMe,https://www.amazon.com.tr/s?k=ADATA+990+Pro+4TB+NVMe,https://www.teknosa.com/arama/?s=ADATA+990+Pro+4TB+NVMe,https://www.vatanbilgisayar.com/arama/ADATA+990+Pro+4TB+NVMe,https://www.itopya.com/Arama?q=ADATA+990+Pro+4TB+NVMe,https://www.incehesap.com/arama/?q=ADATA+990+Pro+4TB+NVMe,https://www.sinerji.gen.tr/arama?q=ADATA+990+Pro+4TB+NVMe
Toplama Bilgisayar,Anakart,Biostar,Prime A520 WiFi DDR4,3950,Giriş,Günlük Kullanım,AM4,DDR4,,,AM4-DDR4,"ATX, A520 yonga seti, DDR4 bellek desteği",6.7,3187,3,Yok,ATX,,,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Biostar+Prime+A520+WiFi+DDR4,https://www.hepsiburada.com/ara?q=Biostar+Prime+A520+WiFi+DDR4,https://www.amazon.com.tr/s?k=Biostar+Prime+A520+WiFi+DDR4,https://www.teknosa.com/arama/?s=Biostar+Prime+A520+WiFi+DDR4,https://www.vatanbilgisayar.com/arama/Biostar+Prime+A520+WiFi+DDR4,https://www.itopya.com/Arama?q=Biostar+Prime+A520+WiFi+DDR4,https://www.incehesap.com/arama/?q=Biostar+Prime+A520+WiFi+DDR4,https://www.sinerji.gen.tr/arama?q=Biostar+Prime+A520+WiFi+DDR4
Toplama Bilgisayar,Mouse,ASUS,X2V2 Wireless 16000DPI,1450,Orta,Oyun,,,,,USB,"16000 DPI sensör, 59g",7.6,3535,2,Var,,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=ASUS+X2V2+Wireless+16000DPI,https://www.hepsiburada.com/ara?q=ASUS+X2V2+Wireless+16000DPI,https://www.amazon.com.tr/s?k=ASUS+X2V2+Wireless+16000DPI,https://www.teknosa.com/arama/?s=ASUS+X2V2+Wireless+16000DPI,https://www.vatanbilgisayar.com/arama/ASUS+X2V2+Wireless+16000DPI,https://www.itopya.com/Arama?q=ASUS+X2V2+Wireless+16000DPI,https://www.incehesap.com/arama/?q=ASUS+X2V2+Wireless+16000DPI,https://www.sinerji.gen.tr/arama?q=ASUS+X2V2+Wireless+16000DPI
Toplama Bilgisayar,HDD,WD,N300 4TB 7200RPM,4200,Orta,Yayıncılık,,,7,4TB,SATA,3.5 inç mekanik disk,7.9,7043,2,Yok,,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=WD+N300+4TB+7200RPM,https://www.hepsiburada.com/ara?q=WD+N300+4TB+7200RPM,https://www.amazon.com.tr/s?k=WD+N300+4TB+7200RPM,https://www.teknosa.com/arama/?s=WD+N300+4TB+7200RPM,https://www.vatanbilgisayar.com/arama/WD+N300+4TB+7200RPM,https://www.itopya.com/Arama?q=WD+N300+4TB+7200RPM,https://www.incehesap.com/arama/?q=WD+N300+4TB+7200RPM,https://www.sinerji.gen.tr/arama?q=WD+N300+4TB+7200RPM
Toplama Bilgisayar,Klavye,Corsair,K2 Pro Membran Tam boy,825,Giriş,Ofis,,,,,USB,Membran klavye,7.6,758,2,Yok,Tam boy,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Corsair+K2+Pro+Membran+Tam+boy,https://www.hepsiburada.com/ara?q=Corsair+K2+Pro+Membran+Tam+boy,https://www.amazon.com.tr/s?k=Corsair+K2+Pro+Membran+Tam+boy,https://www.teknosa.com/arama/?s=Corsair+K2+Pro+Membran+Tam+boy,https://www.vatanbilgisayar.com/arama/Corsair+K2+Pro+Membran+Tam+boy,https://www.itopya.com/Arama?q=Corsair+K2+Pro+Membran+Tam+boy,https://www.incehesap.com/arama/?q=Corsair+K2+Pro+Membran+Tam+boy,https://www.sinerji.gen.tr/arama?q=Corsair+K2+Pro+Membran+Tam+boy
Toplama Bilgisayar,RAM,PNY,XLR8 8GB 1x8GB DDR5 5200MHz,1250,Giriş,Ofis,,DDR5,,8GB,DDR5,5200MHz bellek kiti,6.5,3303,3,Yok,,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=PNY+XLR8+8GB+1x8GB+DDR5+5200MHz,https://www.hepsiburada.com/ara?q=PNY+XLR8+8GB+1x8GB+DDR5+5200MHz,https://www.amazon.com.tr/s?k=PNY+XLR8+8GB+1x8GB+DDR5+5200MHz,https://www.teknosa.com/arama/?s=PNY+XLR8+8GB+1x8GB+DDR5+5200MHz,https://www.vatanbilgisayar.com/arama/PNY+XLR8+8GB+1x8GB+DDR5+5200MHz,https://www.itopya.com/Arama?q=PNY+XLR8+8GB+1x8GB+DDR5+5200MHz,https://www.incehesap.com/arama/?q=PNY+XLR8+8GB+1x8GB+DDR5+5200MHz,https://www.sinerji.gen.tr/arama?q=PNY+XLR8+8GB+1x8GB+DDR5+5200MHz
Toplama Bilgisayar,Mouse,ASUS,Harpoon Mini 16000DPI,7200,Amiral,Günlük Kullanım,,,,,Bluetooth,"16000 DPI sensör, 90g",9.7,6010,2,Yok,,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=ASUS+Harpoon+Mini+16000DPI,https://www.hepsiburada.com/ara?q=ASUS+Harpoon+Mini+16000DPI,https://www.amazon.com.tr/s?k=ASUS+Harpoon+Mini+16000DPI,https://www.teknosa.com/arama/?s=ASUS+Harpoon+Mini+16000DPI,https://www.vatanbilgisayar.com/arama/ASUS+Harpoon+Mini+16000DPI,https://www.itopya.com/Arama?q=ASUS+Harpoon+Mini+16000DPI,https://www.incehesap.com/arama/?q=ASUS+Harpoon+Mini+16000DPI,https://www.sinerji.gen.tr/arama?q=ASUS+Harpoon+Mini+16000DPI
Toplama Bilgisayar,Kasa,Lian Li,Meshify Mesh,12000,Amiral,Yapay Zeka,,,,,E-ATX,"Mini Tower, mesh/airflow odaklı kasa",9.0,5169,2,Yok,Mini Tower,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Lian+Li+Meshify+Mesh,https://www.hepsiburada.com/ara?q=Lian+Li+Meshify+Mesh,https://www.amazon.com.tr/s?k=Lian+Li+Meshify+Mesh,https://www.teknosa.com/arama/?s=Lian+Li+Meshify+Mesh,https://www.vatanbilgisayar.com/arama/Lian+Li+Meshify+Mesh,https://www.itopya.com/Arama?q=Lian+Li+Meshify+Mesh,https://www.incehesap.com/arama/?q=Lian+Li+Meshify+Mesh,https://www.sinerji.gen.tr/arama?q=Lian+Li+Meshify+Mesh
Toplama Bilgisayar,Mouse,Logitech,MM712 Pro 12000DPI,4900,Amiral,Ofis,,,,,Kablosuz,"12000 DPI sensör, 59g",9.1,1668,2,Var,,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Logitech+MM712+Pro+12000DPI,https://www.hepsiburada.com/ara?q=Logitech+MM712+Pro+12000DPI,https://www.amazon.com.tr/s?k=Logitech+MM712+Pro+12000DPI,https://www.teknosa.com/arama/?s=Logitech+MM712+Pro+12000DPI,https://www.vatanbilgisayar.com/arama/Logitech+MM712+Pro+12000DPI,https://www.itopya.com/Arama?q=Logitech+MM712+Pro+12000DPI,https://www.incehesap.com/arama/?q=Logitech+MM712+Pro+12000DPI,https://www.sinerji.gen.tr/arama?q=Logitech+MM712+Pro+12000DPI
